Tract_ID,Safety_Tier,Safety_Index,Top_Domain,Socioeconomic_Rank,Socioeconomic_Var1,Socioeconomic_Val1,Socioeconomic_Z1,Socioeconomic_Var2,Socioeconomic_Val2,Socioeconomic_Z2,Socioeconomic_Var3,Socioeconomic_Val3,Socioeconomic_Z3,Socioeconomic_Var4,Socioeconomic_Val4,Socioeconomic_Z4,Socioeconomic_Var5,Socioeconomic_Val5,Socioeconomic_Z5,Housing_Rank,Housing_Var1,Housing_Val1,Housing_Z1,Housing_Var2,Housing_Val2,Housing_Z2,Housing_Var3,Housing_Val3,Housing_Z3,Housing_Var4,Housing_Val4,Housing_Z4,Housing_Var5,Housing_Val5,Housing_Z5,Transportation_Rank,Transportation_Var1,Transportation_Val1,Transportation_Z1,Transportation_Var2,Transportation_Val2,Transportation_Z2,Transportation_Var3,Transportation_Val3,Transportation_Z3,Transportation_Var4,Transportation_Val4,Transportation_Z4,Transportation_Var5,Transportation_Val5,Transportation_Z5,TransportationSafety_Rank,TransportationSafety_Var1,TransportationSafety_Val1,TransportationSafety_Z1,TransportationSafety_Var2,TransportationSafety_Val2,TransportationSafety_Z2,TransportationSafety_Var3,TransportationSafety_Val3,TransportationSafety_Z3,TransportationSafety_Var4,TransportationSafety_Val4,TransportationSafety_Z4,TransportationSafety_Var5,TransportationSafety_Val5,TransportationSafety_Z5,Environmental_Rank,Environmental_Var1,Environmental_Val1,Environmental_Z1,Environmental_Var2,Environmental_Val2,Environmental_Z2,Environmental_Var3,Environmental_Val3,Environmental_Z3,Environmental_Var4,Environmental_Val4,Environmental_Z4,Environmental_Var5,Environmental_Val5,Environmental_Z5,PublicHealth_Rank,PublicHealth_Var1,PublicHealth_Val1,PublicHealth_Z1,PublicHealth_Var2,PublicHealth_Val2,PublicHealth_Z2,PublicHealth_Var3,PublicHealth_Val3,PublicHealth_Z3,PublicHealth_Var4,PublicHealth_Val4,PublicHealth_Z4,PublicHealth_Var5,PublicHealth_Val5,PublicHealth_Z5,PEOPCOLORPCT,LOWINCPCT,UNEMPPCT,DISABILITYPCT,UNDER5PCT,OVER64PCT
51153900100,Very Low Risk,19,Socioeconomic,1,UNEMPPCT,0.006586826,-1.36266207,With_SSI_P,0.053239256,1.093576227,E_POV150_P,0.031539889,-0.945712622,With_PublicAssIncome_P,0.020525978,-0.891189177,LOWINCPCT,0.07668522,-0.829191986,6,Mean_Proportion_HHIncome,0.236877828,-1.416926211,E_MUNIT_P,0.275883447,0.928517083,E_CROWD_P,0.004490058,-0.828251401,E_HBURD_P,0.116100064,-0.72953608,Owner_occupied_P,0.840136054,0.390925076,2,Work_Carpooled_P,0.025730994,-1.561672015,Work_Fromhome_P,0.232748538,1.170843255,Work_Drivealone_P,0.614619883,-1.169943969,Work_PublicTransportation_P,0.052046784,1.074557572,E_NOVEH_P,0.007055805,-0.699792667,4,Percent_Drug_Related,0.0625,2.452630971,Percent_Senior_Related,0.3125,1.890166449,Percent_Bike_Related,0.0625,1.64718364,Percent_Alcohol_Related,0,-1.564825804,Percent_Night_Related,0.1875,-1.184569811,5,PTSDF,0.535742038,1.415878843,OZONE,55.85079,1.320023583,UST,0.55291834,-0.619469688,PRMP,0.199625414,0.610902534,PM25,7.117336885,-0.585213954,3,High_Volume_Utilizer_Percent,0.4,-0.804474449,Structure_Fires,11,-0.666070886,Calls_Per_HVU_Caller,1.8,-0.654479831,Opioid_Calls,5,-0.524436419,EMS_Calls,843,-0.522575842,0.501236858,0.07668522,0.006586826,0.095916429,0.0572047,0.299319728
51153900201,Moderate Risk,8,Socioeconomic,1,E_POV150_P,0.255632937,1.682924507,LOWINCPCT,0.327175698,1.270985946,With_Medicaid_P,0.195850622,1.02663471,UNEMPPCT,0.06742281,0.664082647,LINGISOPCT,0.096774194,0.631314249,2,E_HBURD_P,0.387096774,1.682353346,House_Vacant_P,0.09168242,1.545045315,E_MUNIT_P,0.371455577,1.504897849,E_CROWD_P,0.069719043,1.095526393,Owner_occupied_P,0.530788177,-1.014315398,4,PTRAF,1939166.587,2.796980348,Work_PublicTransportation_P,0.016700067,-0.627851715,E_NOVEH_P,0.01144641,-0.515825766,Work_Fromhome_P,0.177020708,0.402081629,Work_Walk_P,0.015364061,0.239644924,5,Percent_Distracted_Related,0.082352941,-1.686445934,Percent_Lgtruck_Related,0.023529412,-0.912321111,Percent_Night_Related,0.352941177,0.718270387,Percent_Young_Related,0.141176471,-0.712442272,Percent_Drug_Related,0,-0.69705063,6,UST,5.158355947,2.544716145,DSLPM,0.246330689,2.395513936,NO2,7.430988248,1.623919565,OZONE,56.00132,1.528905623,PTSDF,0.506328415,1.291700566,3,LIFEEXPPCT,0.217435897,2.151418518,Calls_Per_HVU_Caller,1,-0.886176394,Violence_Calls,0,-0.868250628,Medical_Calls,45,-0.853506683,High_Volume_Utilizer_Percent,0.4,-0.804474449,0.77181483,0.327175698,0.06742281,0.154356846,0.032363785,0.072101598
51153900202,High Risk,3,Socioeconomic,1,With_PublicAssIncome_P,0.122666667,1.513378227,With_SSI_P,0,-1.436362412,LINGISOPCT,0.135111111,1.270415314,E_UNINSUR_P,0.185741998,1.089536933,E_POV150_P,0.030310378,-0.960134927,4,PRE1960PCT,0.584518167,5.773282937,House_Vacant_P,0.111374408,2.119917022,Mean_Proportion_HHIncome,0.258486239,-1.117110203,E_CROWD_P,0,-0.960675259,Owner_occupied_P,0.841901067,0.398942806,3,PTRAF,1942872.958,2.806047067,Work_Drivealone_P,0.756890169,1.130849886,Work_Fromhome_P,0.06622789,-1.126297762,Mean_Transportation_time(min),35.77643172,-1.016921009,Work_PublicTransportation_P,0.00987248,-0.956689822,5,Percent_Speed_Related,0.3,1.092360534,Percent_Hitrun_Related,0.118181818,1.043964585,Percent_Distracted_Related,0.272727273,0.845082186,Percent_Bike_Related,0,-0.748549647,Percent_Drug_Related,0.027272727,0.677355873,6,DSLPM,0.243887459,2.3242532,OZONE,55.82964,1.290674914,NO2,7.024271642,1.239809862,UST,2.421485001,0.664337121,PRMP,0.197936753,0.601205977,2,High_Volume_Utilizer_Percent,4.5,1.91459152,Calls_Per_HVU_Caller,7.8,1.083244395,LIFEEXPPCT,0.169230769,-0.505007158,Structure_Fires,13,-0.430384265,EMS_Calls,985,-0.354961533,0.731086324,0.276915616,0.048494329,0.039678676,0.040979631,0.066440349
51153900203,High Risk,2,Socioeconomic,1,With_SSI_P,0.077524893,2.247633891,With_Medicaid_P,0.225841714,1.429058503,LINGISOPCT,0.143669986,1.413097266,E_POV150_P,0.230115494,1.383601977,LESSHSPCT,0.191298094,1.153180336,2,Owner_occupied_P,0.101680122,-2.96357722,E_MUNIT_P,0.611386139,2.951882037,House_Vacant_P,0.129950495,2.662212033,E_CROWD_P,0.084637269,1.535504907,E_HBURD_P,0.343527738,1.294585918,4,Work_Walk_P,0.061866126,2.865824007,Work_Fromhome_P,0.034482759,-1.564219686,PTRAF,1432192.241,1.556793249,Work_Drivealone_P,0.767241379,1.298249566,E_NOVEH_P,0.007823613,-0.667621415,5,Percent_Alcohol_Related,0.229508197,2.746079631,Percent_Hitrun_Related,0.196721312,2.446633918,Percent_Schoolzone_Related,0.098360656,1.701498048,Percent_Night_Related,0.409836066,1.372653315,Percent_Young_Related,0.098360656,-1.149337237,6,DSLPM,0.217923803,1.566981379,OZONE,55.83719,1.301151626,NO2,7.046775897,1.261063243,PRMP,0,-0.535378002,PWDIS,1696.97799,-0.314093809,3,Violence_Calls,14,3.001323106,Opioid_Calls,23,1.657640742,Structure_Fires,30,1.572952014,LIFEEXPPCT,0.206153846,1.529701884,High_Volume_Utilizer_Percent,1.7,0.057668419,0.889300501,0.301154936,0.042467591,0.100787057,0.095227718,0.057528873
51153900301,High Risk,4,Socioeconomic,1,UNEMPPCT,0.092181467,1.488914827,E_POV150_P,0.209502003,1.141803366,With_PublicAssIncome_P,0.088489687,0.708793366,With_Medicaid_P,0.172154824,0.708681869,LINGISOPCT,0.093147039,0.570847242,4,PRE1960PCT,0.198136646,1.560975517,House_Vacant_P,0.066459627,0.808711834,E_HBURD_P,0.275449102,0.688681358,Owner_occupied_P,0.603892387,-0.682232968,E_MUNIT_P,0.224844721,0.620710404,2,Work_Walk_P,0.076584022,3.697009259,PTRAF,1980590.732,2.898314254,Work_PublicTransportation_P,0.072727273,2.070595097,E_NOVEH_P,0.055222888,1.318414162,Work_Drivealone_P,0.61707989,-1.130160757,5,Percent_Speed_Related,0.357575758,1.696226369,Percent_Lgtruck_Related,0.139393939,1.301961116,Percent_Severe/Fatal,0.06060606,-1.025520808,Percent_Drowsy_Related,0.042424242,0.971932597,Percent_Night_Related,0.363636364,0.841282276,6,UST,5.261958187,2.615896513,DSLPM,0.250596623,2.519936768,OZONE,56.03626,1.577389901,NO2,6.979261768,1.197301814,PTSDF,0.455011814,1.075052414,3,High_Volume_Utilizer_Percent,0.1,-1.003430496,Calls_Per_HVU_Caller,1,-0.886176394,Opioid_Calls,3,-0.766889437,Medical_Calls,60,-0.616897759,Structure_Fires,20,0.394518909,0.55638237,0.232398397,0.092181467,0.134315425,0.048368632,0.089009731
51153900302,Moderate Risk,7,PublicHealth,2,E_POV150_P,0.224235768,1.314632118,UNEMPPCT,0.00859423,-1.295785607,LOWINCPCT,0.289380696,0.954102726,With_Medicaid_P,0.188657845,0.930121232,LESSHSPCT,0.171858501,0.899426192,4,E_MOBILE_P,0.056652361,1.44327214,Owner_occupied_P,0.537250595,-0.984959285,E_HBURD_P,0.26986978,0.639025007,E_MUNIT_P,0.193991416,0.434638884,PRE1960PCT,0.015879828,-0.425977029,3,PTRAF,1876875.904,2.644601629,Work_PublicTransportation_P,0.058771672,1.398449372,Work_Carpooled_P,0.066118131,-0.767902307,Work_Walk_P,0,-0.628032148,E_NOVEH_P,0.014369106,-0.393364436,6,Percent_Drowsy_Related,0.052,1.389486017,Percent_Lgtruck_Related,0.112,0.77843667,Percent_Severe/Fatal,0.088,-0.657362888,Percent_Young_Related,0.148,-0.642814601,Percent_Speed_Related,0.256,0.630879911,5,DSLPM,0.248440548,2.45705137,NO2,7.404631107,1.599027458,OZONE,55.79823,1.247089018,UST,2.458813027,0.689983502,PM25,7.232929781,0.62543058,1,Medical_Calls,305,3.247714662,EMS_Calls,2534,1.473450892,Structure_Fires,25,0.983735462,High_Volume_Utilizer_Percent,2.2,0.38926183,Opioid_Calls,12,0.324149144,0.69760205,0.289380696,0.00859423,0.098865784,0.048142046,0.064616511
51153900403,High Risk,1,PublicHealth,2,With_PublicAssIncome_P,0.166153846,2.537141177,With_SSI_P,0.06,1.414847949,With_Medicaid_P,0.205780916,1.159880494,E_POV150_P,0.198460783,1.01228859,LINGISOPCT,0.103076923,0.736384795,4,Mean_Proportion_HHIncome,0.48960396,2.089640746,E_HBURD_P,0.315897436,1.048674323,E_MUNIT_P,0.203777336,0.493656257,E_MOBILE_P,0,-0.34927693,Owner_occupied_P,0.828096726,0.336235349,3,Work_Carpooled_P,0.239324727,2.636304066,E_NOVEH_P,0.056923077,1.389652295,PTRAF,1311404.74,1.261316561,Work_Drivealone_P,0.629923866,-0.922448086,Work_Fromhome_P,0.083416087,-0.889187753,6,Percent_Bike_Related,0.00173913,-0.68188578,Avg_Pedestrian_Injured/Kill,0.026086957,-0.53047946,Avg_Person_Injured/Kill,1.829565217,0.52842819,Percent_Severe/Fatal,0.100869565,-0.484403749,Percent_Drug_Related,0.006956522,-0.346477361,5,NO2,7.419461825,1.613033826,UST,2.968459601,1.040138386,OZONE,55.47455,0.797936433,PRMP,0,-0.535378002,PWDIS,1223.102014,-0.4386616,1,EMS_Calls,6847,6.564440428,Medical_Calls,468,5.818864967,Opioid_Calls,46,4.445850449,Structure_Fires,49,3.811974914,Violence_Calls,15,3.27772123,0.752579008,0.254022989,0.054404946,0.103629496,0.127231046,0.125921074
51153900404,High Risk,3,Socioeconomic,1,LINGISOPCT,0.199541284,2.344507741,E_POV150_P,0.265345493,1.796853902,E_UNINSUR_P,0.235180638,1.728954622,With_PublicAssIncome_P,0.130160551,1.689797139,LESSHSPCT,0.218958611,1.514246064,3,E_HBURD_P,0.324541284,1.125605167,Mean_Proportion_HHIncome,0.375235849,0.502786883,E_MOBILE_P,0,-0.34927693,E_MUNIT_P,0.071902655,-0.301659591,Owner_occupied_P,0.710951211,-0.195908659,5,Mean_Transportation_time(min),47.32890917,0.920277629,E_NOVEH_P,0.006880734,-0.707128164,PTRAF,1072587.897,0.677110338,Work_Fromhome_P,0.099775785,-0.663506832,Work_Carpooled_P,0.12406577,0.371001907,6,Percent_Speed_Related,0.097345133,-1.03312343,Percent_Lgtruck_Related,0.03539823,-0.685496617,Percent_Drug_Related,0.026548673,0.64086724,Percent_Bike_Related,0.03539823,0.60832584,Avg_Person_Injured/Kill,1.849557523,0.603096025,4,NO2,6.966819502,1.185551137,PTSDF,0.024933455,-0.740650107,PRMP,0,-0.535378002,OZONE,55.28439,0.534062064,PWDIS,1128.579837,-0.463508647,2,Opioid_Calls,16,0.80905518,LIFEEXPPCT,0.164102564,-0.787605628,Calls_Per_HVU_Caller,1.9,-0.62551776,Violence_Calls,5,0.513739991,Structure_Fires,21,0.51236222,0.85022799,0.354005622,0.089608177,0.08135833,0.052086987,0.081024202
51153900407,Moderate Risk,8,Socioeconomic,1,With_Medicaid_P,0.242219991,1.648824037,With_PublicAssIncome_P,0.120567376,1.463957308,LOWINCPCT,0.276343631,0.844796551,UNEMPPCT,0.069092697,0.719714765,E_POV150_P,0.167865707,0.653404843,2,E_CROWD_P,0.117907801,2.516742169,E_MUNIT_P,0.390376569,1.619007431,Owner_occupied_P,0.446748484,-1.39607324,E_HBURD_P,0.349734043,1.349822461,House_Vacant_P,0.056066946,0.505316449,4,Work_Carpooled_P,0.054844607,-0.989472404,Work_Drivealone_P,0.722381823,0.572781208,Work_Fromhome_P,0.179420214,0.435182651,PTRAF,960221.5154,0.402233832,E_NOVEH_P,0.01462766,-0.382530991,6,Percent_Young_Related,0.306930693,0.978923059,Avg_Person_Injured/Kill,1.940594059,0.943101878,Percent_Drowsy_Related,0,-0.877987515,Percent_Speed_Related,0.118811881,-0.80797597,Percent_Bike_Related,0,-0.748549647,5,UST,3.055211956,1.099741967,PTSDF,0,-0.845914034,PWDIS,31.74779747,-0.751832914,PRMP,0,-0.535378002,NO2,6.265945822,0.523634763,3,Structure_Fires,26,1.101578772,Violence_Calls,6,0.790138115,High_Volume_Utilizer_Percent,2.5,0.588217877,Medical_Calls,117,0.282216151,Calls_Per_HVU_Caller,3.4,-0.191086704,0.823247285,0.276343631,0.069092697,0.087767102,0.097898152,0.087318381
51153900408,Low Risk,11,PublicHealth,4,With_PublicAssIncome_P,0.129074316,1.664225299,With_SSI_P,0.004563233,-1.219516792,With_Medicaid_P,0.203647988,1.13126063,LOWINCPCT,0.068616423,-0.896842898,E_POV150_P,0.058492688,-0.629553202,6,E_CROWD_P,0.132333768,2.942202644,Mean_Proportion_HHIncome,0.258561644,-1.116063961,E_MUNIT_P,0,-0.735293406,E_HBURD_P,0.133637549,-0.573451253,E_MOBILE_P,0,-0.34927693,3,Mean_Transportation_time(min),45.27020992,0.575060821,Work_Drivealone_P,0.710791926,0.385349492,E_NOVEH_P,0.016297262,-0.312574458,Work_PublicTransportation_P,0.024456522,-0.254276397,Work_Fromhome_P,0.130822981,-0.235212874,5,Percent_Severe/Fatal,0.363636364,3.047022473,Percent_Lgtruck_Related,0.181818182,2.112729085,Percent_Alcohol_Related,0.181818182,1.850307072,Percent_Hitrun_Related,0,-1.06669342,Percent_Drowsy_Related,0,-0.877987515,2,UST,0,-0.999354626,PTSDF,0,-0.845914034,PWDIS,485.9194125,-0.63244481,PRMP,0,-0.535378002,OZONE,55.15391,0.353002285,1,Structure_Fires,10,-0.783914196,EMS_Calls,635,-0.768095393,Calls_Per_HVU_Caller,6.3,0.648813339,Opioid_Calls,4,-0.645662928,Violence_Calls,1,-0.591852504,0.674728159,0.068616423,0.033874382,0.081797668,0.131983502,0.069553806
