,Tract_ID,Safety_Tier,Safety_Index,Top_Domain,Socioeconomic_Rank,Socioeconomic_Var1,Socioeconomic_Val1,Socioeconomic_Z1,Socioeconomic_Var2,Socioeconomic_Val2,Socioeconomic_Z2,Socioeconomic_Var3,Socioeconomic_Val3,Socioeconomic_Z3,Socioeconomic_Var4,Socioeconomic_Val4,Socioeconomic_Z4,Socioeconomic_Var5,Socioeconomic_Val5,Socioeconomic_Z5,Housing_Rank,Housing_Var1,Housing_Val1,Housing_Z1,Housing_Var2,Housing_Val2,Housing_Z2,Housing_Var3,Housing_Val3,Housing_Z3,Housing_Var4,Housing_Val4,Housing_Z4,Housing_Var5,Housing_Val5,Housing_Z5,Transportation_Rank,Transportation_Var1,Transportation_Val1,Transportation_Z1,Transportation_Var2,Transportation_Val2,Transportation_Z2,Transportation_Var3,Transportation_Val3,Transportation_Z3,Transportation_Var4,Transportation_Val4,Transportation_Z4,Transportation_Var5,Transportation_Val5,Transportation_Z5,TransportationSafety_Rank,TransportationSafety_Var1,TransportationSafety_Val1,TransportationSafety_Z1,TransportationSafety_Var2,TransportationSafety_Val2,TransportationSafety_Z2,TransportationSafety_Var3,TransportationSafety_Val3,TransportationSafety_Z3,TransportationSafety_Var4,TransportationSafety_Val4,TransportationSafety_Z4,TransportationSafety_Var5,TransportationSafety_Val5,TransportationSafety_Z5,Environmental_Rank,Environmental_Var1,Environmental_Val1,Environmental_Z1,Environmental_Var2,Environmental_Val2,Environmental_Z2,Environmental_Var3,Environmental_Val3,Environmental_Z3,Environmental_Var4,Environmental_Val4,Environmental_Z4,Environmental_Var5,Environmental_Val5,Environmental_Z5,PublicHealth_Rank,PublicHealth_Var1,PublicHealth_Val1,PublicHealth_Z1,PublicHealth_Var2,PublicHealth_Val2,PublicHealth_Z2,PublicHealth_Var3,PublicHealth_Val3,PublicHealth_Z3,PublicHealth_Var4,PublicHealth_Val4,PublicHealth_Z4,PublicHealth_Var5,PublicHealth_Val5,PublicHealth_Z5,GEOID,STATEFP,COUNTYFP,TRACTCE,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,safety_index
0,51153900100,Very Low Risk,19,Socioeconomic,1.0,UNEMPPCT,0.006586826,-1.3626620704615722,With_SSI_P,0.053239256,1.093576226984775,E_POV150_P,0.031539889,-0.9457126224419063,With_PublicAssIncome_P,0.020525978,-0.8911891771075906,LOWINCPCT,0.07668522,-0.8291919855613546,6.0,Mean_Proportion_HHIncome,0.236877828,-1.4169262106853486,E_MUNIT_P,0.275883447,0.9285170831760026,E_CROWD_P,0.004490058,-0.8282514010577455,E_HBURD_P,0.116100064,-0.729536080148905,Owner_occupied_P,0.840136054,0.390925075719017,2.0,Work_Carpooled_P,0.025730994,-1.5616720150837895,Work_Fromhome_P,0.232748538,1.170843254898386,Work_Drivealone_P,0.614619883,-1.169943969436714,Work_PublicTransportation_P,0.052046784,1.0745575718623517,E_NOVEH_P,0.007055805,-0.699792667052896,4.0,Percent_Drug_Related,0.0625,2.452630970571641,Percent_Senior_Related,0.3125,1.8901664487337249,Percent_Bike_Related,0.0625,1.6471836401457214,Percent_Alcohol_Related,0.0,-1.5648258044967422,Percent_Night_Related,0.1875,-1.184569810753252,5.0,PTSDF,0.535742038,1.4158788431011171,OZONE,55.85079,1.3200235828855005,UST,0.55291834,-0.6194696881161144,PRMP,0.199625414,0.6109025339669237,PM25,7.117336885,-0.5852139542333565,3.0,High_Volume_Utilizer_Percent,0.4,-0.8044744489786713,Structure_Fires,11.0,-0.6660708855535,Calls_Per_HVU_Caller,1.8,-0.6544798307565817,Opioid_Calls,5.0,-0.5244364192988618,EMS_Calls,843.0,-0.5225758419803543,51153900100,51,153,900100,1400000US51153900100,9001,Census Tract 9001,G5020,S,6563043,8999700,+38.6261299,-077.2499428,19
1,51153900201,Moderate Risk,8,Socioeconomic,1.0,E_POV150_P,0.255632937,1.6829245074063397,LOWINCPCT,0.327175698,1.2709859458225112,With_Medicaid_P,0.195850622,1.0266347099095203,UNEMPPCT,0.06742281,0.664082647032991,LINGISOPCT,0.096774194,0.6313142487492593,2.0,E_HBURD_P,0.387096774,1.6823533459890705,House_Vacant_P,0.09168242,1.5450453150164285,E_MUNIT_P,0.371455577,1.5048978485003184,E_CROWD_P,0.069719043,1.0955263925999388,Owner_occupied_P,0.530788177,-1.014315397862302,4.0,PTRAF,1939166.587,2.796980348495296,Work_PublicTransportation_P,0.016700067,-0.6278517146809665,E_NOVEH_P,0.01144641,-0.5158257659288238,Work_Fromhome_P,0.177020708,0.4020816290741045,Work_Walk_P,0.015364061,0.2396449241750191,5.0,Percent_Distracted_Related,0.082352941,-1.6864459344966571,Percent_Lgtruck_Related,0.023529412,-0.9123211109548828,Percent_Night_Related,0.352941177,0.7182703865873157,Percent_Young_Related,0.141176471,-0.7124422718549795,Percent_Drug_Related,0.0,-0.6970506302168809,6.0,UST,5.158355947,2.5447161453348355,DSLPM,0.246330689,2.3955139358224296,NO2,7.430988248,1.6239195654951408,OZONE,56.00132,1.5289056227327094,PTSDF,0.506328415,1.29170056646218,3.0,LIFEEXPPCT,0.217435897,2.151418518371776,Calls_Per_HVU_Caller,1.0,-0.8861763942182671,Violence_Calls,0.0,-0.8682506282165718,Medical_Calls,45.0,-0.8535066829520545,High_Volume_Utilizer_Percent,0.4,-0.8044744489786713,51153900201,51,153,900201,1400000US51153900201,9002.01,Census Tract 9002.01,G5020,S,1562958,67848,+38.6642184,-077.2518531,8
2,51153900202,High Risk,3,Socioeconomic,1.0,With_PublicAssIncome_P,0.122666667,1.5133782269623794,With_SSI_P,0.0,-1.4363624121255256,LINGISOPCT,0.135111111,1.2704153143589918,E_UNINSUR_P,0.185741998,1.0895369334056224,E_POV150_P,0.030310378,-0.9601349273505212,4.0,PRE1960PCT,0.584518167,5.773282937120461,House_Vacant_P,0.111374408,2.119917022372986,Mean_Proportion_HHIncome,0.258486239,-1.1171102027214794,E_CROWD_P,0.0,-0.9606752594488432,Owner_occupied_P,0.841901067,0.3989428055578326,3.0,PTRAF,1942872.958,2.806047066637958,Work_Drivealone_P,0.756890169,1.1308498861360317,Work_Fromhome_P,0.06622789,-1.126297762252163,Mean_Transportation_time(min),35.77643172,-1.0169210094297614,Work_PublicTransportation_P,0.00987248,-0.956689821865926,5.0,Percent_Speed_Related,0.3,1.0923605344419909,Percent_Hitrun_Related,0.118181818,1.0439645851998238,Percent_Distracted_Related,0.272727273,0.8450821862297886,Percent_Bike_Related,0.0,-0.7485496465673618,Percent_Drug_Related,0.027272727,0.6773558727467726,6.0,DSLPM,0.243887459,2.324253200020398,OZONE,55.82964,1.2906749138974594,NO2,7.024271642,1.2398098623485994,UST,2.421485001,0.6643371207326899,PRMP,0.197936753,0.6012059768140022,2.0,High_Volume_Utilizer_Percent,4.5,1.914591520149956,Calls_Per_HVU_Caller,7.8,1.083244395206059,LIFEEXPPCT,0.169230769,-0.5050071581121851,Structure_Fires,13.0,-0.4303842645114922,EMS_Calls,985.0,-0.3549615331261596,51153900202,51,153,900202,1400000US51153900202,9002.02,Census Tract 9002.02,G5020,S,1999570,412,+38.6628993,-077.2665481,3
3,51153900203,High Risk,2,Socioeconomic,1.0,With_SSI_P,0.077524893,2.2476338911584963,With_Medicaid_P,0.225841714,1.429058503076268,LINGISOPCT,0.143669986,1.4130972658816063,E_POV150_P,0.230115494,1.3836019772018944,LESSHSPCT,0.191298094,1.1531803355271593,2.0,Owner_occupied_P,0.101680122,-2.9635772200979815,E_MUNIT_P,0.611386139,2.95188203678045,House_Vacant_P,0.129950495,2.662212033404579,E_CROWD_P,0.084637269,1.5355049067461688,E_HBURD_P,0.343527738,1.2945859179807204,4.0,Work_Walk_P,0.061866126,2.8658240069990644,Work_Fromhome_P,0.034482759,-1.5642196859941209,PTRAF,1432192.241,1.5567932488384333,Work_Drivealone_P,0.767241379,1.2982495662473328,E_NOVEH_P,0.007823613,-0.6676214153875168,5.0,Percent_Alcohol_Related,0.229508197,2.74607963050952,Percent_Hitrun_Related,0.196721312,2.4466339176602596,Percent_Schoolzone_Related,0.098360656,1.7014980478449468,Percent_Night_Related,0.409836066,1.372653314559532,Percent_Young_Related,0.098360656,-1.1493372374764157,6.0,DSLPM,0.217923803,1.5669813792459188,OZONE,55.83719,1.3011516255220317,NO2,7.046775897,1.2610632426632056,PRMP,0.0,-0.5353780019290296,PWDIS,1696.97799,-0.3140938093895801,3.0,Violence_Calls,14.0,3.00132310584206,Opioid_Calls,23.0,1.6576407424069557,Structure_Fires,30.0,1.5729520143455735,LIFEEXPPCT,0.206153846,1.5297018835813545,High_Volume_Utilizer_Percent,1.7,0.0576684192816252,51153900203,51,153,900203,1400000US51153900203,9002.03,Census Tract 9002.03,G5020,S,1072988,0,+38.6546809,-077.2626427,2
4,51153900301,High Risk,4,Socioeconomic,1.0,UNEMPPCT,0.092181467,1.4889148267345604,E_POV150_P,0.209502003,1.1418033658572324,With_PublicAssIncome_P,0.088489687,0.7087933658053208,With_Medicaid_P,0.172154824,0.708681868670094,LINGISOPCT,0.093147039,0.5708472418266196,4.0,PRE1960PCT,0.198136646,1.560975516942518,House_Vacant_P,0.066459627,0.8087118337949764,E_HBURD_P,0.275449102,0.6886813580534202,Owner_occupied_P,0.603892387,-0.6822329679538266,E_MUNIT_P,0.224844721,0.6207104040420536,2.0,Work_Walk_P,0.076584022,3.697009259060014,PTRAF,1980590.732,2.898314253551145,Work_PublicTransportation_P,0.072727273,2.070595097040629,E_NOVEH_P,0.055222888,1.3184141622328116,Work_Drivealone_P,0.61707989,-1.1301607571483392,5.0,Percent_Speed_Related,0.357575758,1.696226368998392,Percent_Lgtruck_Related,0.139393939,1.3019611156630753,Percent_Severe/Fatal,0.0606060599999999,-1.0255208078360458,Percent_Drowsy_Related,0.042424242,0.9719325972706244,Percent_Night_Related,0.363636364,0.841282275832242,6.0,UST,5.261958187,2.6158965125649813,DSLPM,0.250596623,2.519936767779677,OZONE,56.03626,1.5773899014297226,NO2,6.979261768,1.1973018135358506,PTSDF,0.455011814,1.0750524141707067,3.0,High_Volume_Utilizer_Percent,0.1,-1.003430495500278,Calls_Per_HVU_Caller,1.0,-0.8861763942182671,Opioid_Calls,3.0,-0.7668894372661748,Medical_Calls,60.0,-0.6168977591927464,Structure_Fires,20.0,0.3945189091355349,51153900301,51,153,900301,1400000US51153900301,9003.01,Census Tract 9003.01,G5020,S,1716120,251543,+38.6779923,-077.2588468,4
5,51153900302,Moderate Risk,7,PublicHealth,2.0,E_POV150_P,0.224235768,1.3146321175169384,UNEMPPCT,0.00859423,-1.2957856071355665,LOWINCPCT,0.289380696,0.9541027263453656,With_Medicaid_P,0.188657845,0.9301212317159772,LESSHSPCT,0.171858501,0.899426191899372,4.0,E_MOBILE_P,0.056652361,1.443272140303224,Owner_occupied_P,0.537250595,-0.9849592845478394,E_HBURD_P,0.26986978,0.6390250071079826,E_MUNIT_P,0.193991416,0.4346388835194437,PRE1960PCT,0.015879828,-0.4259770289568516,3.0,PTRAF,1876875.904,2.644601629345245,Work_PublicTransportation_P,0.058771672,1.3984493715495396,Work_Carpooled_P,0.066118131,-0.767902306921838,Work_Walk_P,0.0,-0.6280321483470866,E_NOVEH_P,0.014369106,-0.3933644363289802,6.0,Percent_Drowsy_Related,0.052,1.389486016820101,Percent_Lgtruck_Related,0.112,0.7784366702151901,Percent_Severe/Fatal,0.088,-0.6573628882464115,Percent_Young_Related,0.148,-0.6428146011479786,Percent_Speed_Related,0.256,0.630879910591904,5.0,DSLPM,0.248440548,2.45705136978425,NO2,7.404631107,1.599027457683586,OZONE,55.79823,1.2470890182514007,UST,2.458813027,0.689983502496795,PM25,7.232929781,0.6254305797375073,1.0,Medical_Calls,305.0,3.247714662209284,EMS_Calls,2534.0,1.4734508923326262,Structure_Fires,25.0,0.9837354617405544,High_Volume_Utilizer_Percent,2.2,0.3892618301509702,Opioid_Calls,12.0,0.3241491435867338,51153900302,51,153,900302,1400000US51153900302,9003.02,Census Tract 9003.02,G5020,S,3741909,9003,+38.6677907,-077.2785698,7
6,51153900403,High Risk,1,PublicHealth,2.0,With_PublicAssIncome_P,0.166153846,2.537141177282365,With_SSI_P,0.06,1.4148479493907593,With_Medicaid_P,0.205780916,1.1598804943158032,E_POV150_P,0.198460783,1.01228859014307,LINGISOPCT,0.103076923,0.7363847952449352,4.0,Mean_Proportion_HHIncome,0.48960396,2.0896407462459066,E_HBURD_P,0.315897436,1.048674322837004,E_MUNIT_P,0.203777336,0.4936562566699901,E_MOBILE_P,0.0,-0.3492769296591353,Owner_occupied_P,0.828096726,0.3362353485924237,3.0,Work_Carpooled_P,0.239324727,2.636304065979639,E_NOVEH_P,0.056923077,1.3896522949400891,PTRAF,1311404.74,1.2613165610693242,Work_Drivealone_P,0.629923866,-0.9224480864791874,Work_Fromhome_P,0.083416087,-0.8891877532906076,6.0,Percent_Bike_Related,0.00173913,-0.6818857804726206,Avg_Pedestrian_Injured/Kill,0.026086957,-0.5304794602973532,Avg_Person_Injured/Kill,1.829565217,0.5284281902589388,Percent_Severe/Fatal,0.100869565,-0.4844037492388948,Percent_Drug_Related,0.006956522,-0.3464773606347918,5.0,NO2,7.419461825,1.6130338262566706,UST,2.968459601,1.0401383861644244,OZONE,55.47455,0.7979364330009825,PRMP,0.0,-0.5353780019290296,PWDIS,1223.102014,-0.4386615998148364,1.0,EMS_Calls,6847.0,6.56444042816461,Medical_Calls,468.0,5.818864967060431,Opioid_Calls,46.0,4.445850449031056,Structure_Fires,49.0,3.8119749142446473,Violence_Calls,15.0,3.277721229703391,51153900403,51,153,900403,1400000US51153900403,9004.03,Census Tract 9004.03,G5020,S,7586739,48922,+38.6454670,-077.3005652,1
7,51153900404,High Risk,3,Socioeconomic,1.0,LINGISOPCT,0.199541284,2.344507741293568,E_POV150_P,0.265345493,1.796853902160836,E_UNINSUR_P,0.235180638,1.7289546222462604,With_PublicAssIncome_P,0.130160551,1.689797138687965,LESSHSPCT,0.218958611,1.514246063787872,3.0,E_HBURD_P,0.324541284,1.12560516672933,Mean_Proportion_HHIncome,0.375235849,0.5027868827948331,E_MOBILE_P,0.0,-0.3492769296591353,E_MUNIT_P,0.071902655,-0.3016595907604272,Owner_occupied_P,0.710951211,-0.1959086589015324,5.0,Mean_Transportation_time(min),47.32890917,0.9202776285046368,E_NOVEH_P,0.006880734,-0.7071281639483562,PTRAF,1072587.897,0.6771103380006364,Work_Fromhome_P,0.099775785,-0.6635068317030588,Work_Carpooled_P,0.12406577,0.371001906508892,6.0,Percent_Speed_Related,0.097345133,-1.0331234303174728,Percent_Lgtruck_Related,0.03539823,-0.6854966166179466,Percent_Drug_Related,0.026548673,0.6408672397583351,Percent_Bike_Related,0.03539823,0.608325839860249,Avg_Person_Injured/Kill,1.849557523,0.6030960252268659,4.0,NO2,6.966819502,1.1855511374404413,PTSDF,0.024933455,-0.7406501070835526,PRMP,0.0,-0.5353780019290296,OZONE,55.28439,0.5340620644542078,PWDIS,1128.579837,-0.4635086469989186,2.0,Opioid_Calls,16.0,0.8090551795213599,LIFEEXPPCT,0.164102564,-0.7876056284714678,Calls_Per_HVU_Caller,1.9,-0.625517760323871,Violence_Calls,5.0,0.5137399910900823,Structure_Fires,21.0,0.5123622196565388,51153900404,51,153,900404,1400000US51153900404,9004.04,Census Tract 9004.04,G5020,S,2729242,0,+38.6406633,-077.3214704,3
8,51153900407,Moderate Risk,8,Socioeconomic,1.0,With_Medicaid_P,0.242219991,1.648824037318092,With_PublicAssIncome_P,0.120567376,1.4639573080349826,LOWINCPCT,0.276343631,0.8447965506311054,UNEMPPCT,0.069092697,0.7197147652882466,E_POV150_P,0.167865707,0.6534048430482965,2.0,E_CROWD_P,0.117907801,2.516742168751356,E_MUNIT_P,0.390376569,1.619007430965994,Owner_occupied_P,0.446748484,-1.3960732399920823,E_HBURD_P,0.349734043,1.3498224609073382,House_Vacant_P,0.056066946,0.5053164493126142,4.0,Work_Carpooled_P,0.054844607,-0.9894724037434264,Work_Drivealone_P,0.722381823,0.5727812080230328,Work_Fromhome_P,0.179420214,0.4351826511977923,PTRAF,960221.5154,0.4022338319309578,E_NOVEH_P,0.01462766,-0.3825309912449352,6.0,Percent_Young_Related,0.306930693,0.9789230594436974,Avg_Person_Injured/Kill,1.940594059,0.943101877783331,Percent_Drowsy_Related,0.0,-0.8779875154655733,Percent_Speed_Related,0.118811881,-0.8079759698840046,Percent_Bike_Related,0.0,-0.7485496465673618,5.0,UST,3.055211956,1.0997419670037962,PTSDF,0.0,-0.845914034364952,PWDIS,31.74779747,-0.7518329144268149,PRMP,0.0,-0.5353780019290296,NO2,6.265945822,0.5236347632464059,3.0,Structure_Fires,26.0,1.1015787722615582,Violence_Calls,6.0,0.7901381149514132,High_Volume_Utilizer_Percent,2.5,0.588217876672577,Medical_Calls,117.0,0.282216151092624,Calls_Per_HVU_Caller,3.4,-0.1910867038332107,51153900407,51,153,900407,1400000US51153900407,9004.07,Census Tract 9004.07,G5020,S,2037996,1738,+38.6384548,-077.3417370,8
9,51153900408,Low Risk,11,PublicHealth,4.0,With_PublicAssIncome_P,0.129074316,1.6642252994950653,With_SSI_P,0.004563233,-1.219516791931975,With_Medicaid_P,0.203647988,1.1312606302471135,LOWINCPCT,0.068616423,-0.8968428979933089,E_POV150_P,0.058492688,-0.629553201892918,6.0,E_CROWD_P,0.132333768,2.942202644131105,Mean_Proportion_HHIncome,0.258561644,-1.116063960770579,E_MUNIT_P,0.0,-0.7352934055320582,E_HBURD_P,0.133637549,-0.5734512530211021,E_MOBILE_P,0.0,-0.3492769296591353,3.0,Mean_Transportation_time(min),45.27020992,0.5750608210901742,Work_Drivealone_P,0.710791926,0.3853494922793739,E_NOVEH_P,0.016297262,-0.3125744576805283,Work_PublicTransportation_P,0.024456522,-0.254276397271563,Work_Fromhome_P,0.130822981,-0.235212873832366,5.0,Percent_Severe/Fatal,0.363636364,3.047022473387993,Percent_Lgtruck_Related,0.181818182,2.112729084815716,Percent_Alcohol_Related,0.181818182,1.8503070718543269,Percent_Hitrun_Related,0.0,-1.066693420351124,Percent_Drowsy_Related,0.0,-0.8779875154655733,2.0,UST,0.0,-0.9993546258306152,PTSDF,0.0,-0.845914034364952,PWDIS,485.9194125,-0.6324448098942543,PRMP,0.0,-0.5353780019290296,OZONE,55.15391,0.3530022852788658,1.0,Structure_Fires,10.0,-0.7839141960745039,EMS_Calls,635.0,-0.768095392978048,Calls_Per_HVU_Caller,6.3,0.6488133387153989,Opioid_Calls,4.0,-0.6456629282825183,Violence_Calls,1.0,-0.5918525043552411,51153900408,51,153,900408,1400000US51153900408,9004.08,Census Tract 9004.08,G5020,S,1942445,3508,+38.6270493,-077.3366721,11
